"_id","objectid","project_name","address","status","description","image","project_url","project_type","image_alt_text","takedown_date","ward_name","ward_number","globalid","geometry"
186,208,"New Parks Near Bathurst and St. Clair","498 St. Clair Ave W","In progress","Three new parks are coming to the neighbourhood around Bathurst and St. Clair to meet the needs of the growing community. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-parks-near-bathurst-and-st-clair/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Toronto-St. Paul's","12","a34359e7-b033-4220-9e69-20de337fe0c7",c(-79.4181367209827, 43.6834500316016)
187,209,"New Park at 32/40 Raglan Ave","32/40 Raglan Ave","In progress","A new park is coming as part of a residential development. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-parks-near-bathurst-and-st-clair/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Toronto-St. Paul's","12","2b6ebda1-fdfa-47d8-8182-191772f9a91c",c(-79.4201974984814, 43.6839644446669)
188,210,"New Park at 234 Simcoe Street","234 Simcoe St","In progress","A new park is coming to 234 Simcoe St as part of the Relic Linear Park System. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-234-simcoe-street/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Spadina-Fort York","10","4bda51a1-7fe9-4c8c-a01a-18adea9c6aee",c(-79.3892066406154, 43.6533004267177)
189,212,"New Park at 55 Isaac Devins Boulevard","None","In progress","A new park is coming to 55 Isaac Devins Blvd. as a result of a residential development project near Weston Road and Sheppard Avenue West.","None","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-55-isaac-devins-boulevard/","New Park","None","None","Humber River-Black Creek","07","ed57d84c-492f-40ff-be34-f18259d74948",c(-79.532168569663, 43.7296921028824)
190,213,"Tom Riley Park Basketball Court","4725 Dundas St W, Etobicoke","In progress","A new basketball court is coming to Tom Riley Park as part of the Parks and Recreation Facilities Master Plan. The design will include a new full-court basketball court, seating and pathways.","https://www.toronto.ca/wp-content/uploads/2022/09/97b6-tom-riley-park-basketball-court-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/tom-riley-park-basketball-court/?t=1662492894","Park or Facility Improvements","Tom Riley Park sign next to a paved pathway, lined with trees in fall.","None","Etobicoke Centre","02","92cb5345-126f-44e7-a23e-fbcd161991c1",c(-79.5259896177529, 43.6513117878871)
191,214,"Cruickshank Park Playground Improvements","2196 Weston Rd, North York","In progress","The City is improving the playground in Cruickshank Park using feedback from the community.","https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1024x338.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/cruickshank-park-playground-improvements/","Playground Improvements","None","None","York South-Weston","05","c1b1d8c4-8812-4e6e-996b-d906af2a285e",c(-79.5271829950737, 43.7027789819745)
192,215,"Primula Parkette Playground Improvements","86 Primula Cres, North York","In progress","The playground will be redesigned using feedback from the community.","https://www.toronto.ca/wp-content/uploads/2022/08/9574-primula-parkette-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/primula-parkette-playground-improvements/","Playground Improvements","Photo of the existing playground at Primula Parkette, featuring a slide, swing set and climbing structure.","None","Humber River-Black Creek","07","20f82341-9677-4ed7-a24a-fd9789d0f2c8",c(-79.5775247825655, 43.7611780918807)
193,216,"Taylor Creek Park Trail Improvements","260 Dawes Rd, former Toronto","In progress","Sections of the trail in Taylor Creek Park, between the Don Valley Parkway and Victoria Park Avenue, are being repaved.","https://www.toronto.ca/wp-content/uploads/2022/08/93fa-taylor-creek-park-trail-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/taylor-creek-park-trail-improvements/","Park or Facility Improvements","A photograph of Taylor Creek Park taken in the fall which illustrates a pathway connected to a small wooden bridge surrounded by trees, grass, bushes and shrubs.","None","Beaches-East York","19","21d4c348-b43e-4b3b-9219-715d2fd2b35d",c(-79.2977427121575, 43.6970192196956)
194,217,"Centennial Park Playground & Water Play Improvements","256 Centennial Park Rd.","In progress","The City is improving the playground and water play area in Centennial Park.","https://www.toronto.ca/wp-content/uploads/2022/08/8e71-centennial-park-playground-water-play-improvements-banner.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/centennial-park-playground-water-play-improvements/","Playground Improvements","A blue, yellow and red playground, with a slide in the foreground and a swingset in the background.","None","Etobicoke Centre","02","85d61899-349e-4673-9af1-8ea35a32a696",c(-79.5868009774402, 43.648669674025)
195,218,"Bluehaven Park Playground Improvements","19 Blue Haven Cres, North York","In progress","The City is improving the playground in Bluehaven Park using feedback from the community.","https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1024x338.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/bluehaven-park-playground-improvements/","Playground Improvements","None","None","Humber River-Black Creek","07","2aa1f3ef-33d8-49fd-a853-e223bcccc868",c(-79.5563280104677, 43.7450051072106)
196,219,"Donald D. Summerville Olympic Pools Improvements","1867 Lake Shore Blvd. E","In progress","The City is improving the Donald D. Summerville Olympic Pools as part of a state-of-good-repair program, including pool deck refurbishments and repairs to the 50-metre pool liner.","https://www.toronto.ca/wp-content/uploads/2022/06/96ec-donald-d-summerville-olympic-pools-improvements-banner.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/donald-d-summerville-olympic-pools-improvements/","Park or Facility Improvements","A pool filled with water before the day of swimming begins.","None","Beaches-East York","19","a4e5ac76-92f2-4a62-aafb-391343739fc6",c(-79.3049122786026, 43.6650924876601)
197,220,"Alderwood Memorial Park Playground Improvements","215 Sheldon Ave, Etobicoke","In progress","The City is improving the playground in Alderwood Memorial Park with input from the community.","https://www.toronto.ca/wp-content/uploads/2022/08/96a1-alderwood-memorial-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/alderwood-memorial-park-playground-improvements/","Playground Improvements","A photograph of Alderwood Memorial Park Playground which shows play equipment like a swing set, domed climber and junior and senior play structures. The playground is surrounded by grass and mature trees.","None","Etobicoke-Lakeshore","03","8ef73fe0-c474-4083-86e2-16b690973107",c(-79.5444788837055, 43.6057278995156)
198,221,"Eglinton Park Revitalization","200 EGLINTON AVE W","In progress","The City completed the Eglinton Park Master Plan in 2019 and is working towards park improvements in a phased approach based on the priorities identified in the Master Plan and the available project budget.","https://www.toronto.ca/wp-content/uploads/2019/06/979f-eglinton-park-master-plan.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/eglinton-park-master-plan/","Park or Facility Improvements","A picture of the park in 2019, with a bench in the foreground and people playing soccer in the background","None","Eglinton-Lawrence","08","0823336d-c056-42e9-b0c4-cb1072964037",c(-79.4046155280569, 43.7061027979389)
199,222,"Edwards Gardens & Toronto Botanical Garden Master Plan","755 Lawrence Ave E, North York","Complete","The Master Plan and Management Plan study outlines long-term improvements for the gardens.","https://www.toronto.ca/wp-content/uploads/2017/12/94c1-edwards-aerial-shot.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/edfwards-gardens-and-toronto-botanical-garden-master-plan/","Master Plan or Study","The technical details of this project can be obtained by contacting the project coordinator listed on this page","None","Don Valley West","15","e813af76-590a-4d38-8821-8400cf2efdfb",c(-79.3594235860915, 43.7341256096491)
200,223,"Humber Bay Park Master Plan","None","In progress","The Humber Bay Park Master Plan guides park improvements and maintenance, establishes priorities and informs the budget and decision-making.","https://www.toronto.ca/wp-content/uploads/2021/09/9868-humber-bay-park-master-plan-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/humber-bay-parks-master-plan/","Master Plan or Study","An artist renderings of the linear wetland towards the recreational pond in Humber Bay Park which shows seasonal recreation use. The image shows people walking along a raised boardwalk over a pond surrounded my trees, greenery and the wetlands.","None","Etobicoke-Lakeshore","03","c7ffa23c-982b-49fa-b678-c9a41b67cc1f",c(-79.4763671026194, 43.6199175371608)
201,224,"New Park at 71 Curlew Drive","71 Curlew Drive","In progress","A new park is coming to 71 Curlew Dr. as part of a new residential development project near Lawrence Avenue East and Victoria Park Avenue.","None","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-71-curlew-drive/","New Park","None","None","Don Valley East","16","5399aff0-0fd2-4570-9daf-0cb07f8d7915",c(-79.315625754102, 43.7431278863379)
202,225,"East Bayfront Community Recreation Centre","None","In progress","A new community centre is to be located within the base of a mixed-use high-rise development situated at the base of Parliament Street.","https://contrib.wp.intra.prod-toronto.ca/wp-content/uploads/2019/03/8f12-east-bayfront-crc-banner.png","https://contrib.wp.intra.prod-toronto.ca/city-government/planning-development/construction-new-facilities/east-bayfront-community-recreation-centre/","New Community Recreation Centre","This is a rendering of the proposed community centre","None","Spadina-Fort York","10","f956eb59-3f6a-4bfc-b066-d3123e303020",c(-79.3611394218597, 43.6476348123266)
203,228,"Norseman Pool Improvements","105 Norseman St.","In progress","The City is improving Norseman Community School and Pool as part of a state-of-good-repair program to upgrade the pool’s ventilation systems, change rooms, washrooms, swimming pool, lighting and repair the interior and exterior of the building.","https://www.toronto.ca/wp-content/uploads/2022/09/964e-norseman-cs-pool-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/norseman-community-school-pool-improvements/","Park or Facility Improvements","The indoor pool at the facility, full of water.","None","Etobicoke-Lakeshore","03","d59c382e-3c08-4195-a3e9-36465e6cd7cb",c(-79.5163115609342, 43.634309956345)
204,229,"Lambton-Kingsway Park Playground Improvements","37 Marquis Ave","In progress","The City is improving the playground in Lambton-Kingsway Park. These improvements are part of an ongoing city-wide program to ensure playgrounds provide safe and accessible fun for many years to come!","https://www.toronto.ca/wp-content/uploads/2022/09/9736-lambton-kingsway-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/lambton-kingsway-park-playground-improvements/","Playground Improvements","A photograph of Lambton-Kingsway Park Playground with a swingset and covered sandbox in the foreground and various play structures in the background. The playground is large and the equipment is on top of sand.","None","Etobicoke-Lakeshore","03","e41d7b3e-1e8a-4242-abe1-01d3ea6f7f4d",c(-79.5085926749721, 43.6579127647646)
205,230,"New Park at 229 Richmond Street West","229 Richmond Street West","In progress","A new 2,600m2 park is coming to 229 Richmond St. W. The park site is currently leased to a restaurant and used as an outdoor patio.","https://www.toronto.ca/wp-content/uploads/2022/09/8f01-new-park-229-richmond-st-w-banner-RendezViews.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-at-229-richmond-street-west/","New Park","An aerial photograph taken from Richmond Street West, facing south, showing the future park location at 229 Richmond Street, which is illustrated by a colourful outdoor patio with bench seating. The Toronto skyline and CN is in the background, during sunset.","None","Spadina-Fort York","10","734709bc-d861-4471-8cdf-119b15422567",c(-79.3899278174014, 43.6490980963839)
206,231,"New Park at 90 Eastdale Avenue","90 Eastdale Ave","In progress","A new 2,100m2 park is coming to 90 Eastdale Ave. as part of a new residential development project near Danforth Avenue and Dawes Road.","https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1024x338.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-90-eastdale-avenue/","New Park","An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.","None","Beaches-East York","19","8c219d61-334a-478c-ade2-a1a863b63c20",c(-79.3012610256891, 43.6946149277167)
207,232,"Colonel Danforth Park Dogs Off-Leash Area Expansion","73 Colonel Danforth Trl, Scarborough","In progress","The City is expanding the existing dogs off-leash area (OLA) in Colonel Danforth Park and the design will be determined with the help of community feedback.","https://www.toronto.ca/wp-content/uploads/2022/10/985b-colonel-danforth-park-ola-expansion-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/colonel-danforth-park-dogs-off-leash-area-expansion/","Park or Facility Improvements","The fenced off-leash area at Colonel Danforth Park has a gravel surface. There are benches and a decorative rock within.","None","Scarborough-Rouge Park","25","0ae9e5b7-6a46-433f-a2c9-3d032422e784",c(-79.1632535449279, 43.7795111211522)
208,233,"Bisset Park Dogs Off-Leash Area","20 Bisset Ave, Etobicoke","In progress","The City is adding a dogs off-leash area (OLA) to Bisset Park! The OLA design will include a fence, seating, a drinking fountain with a dog bowl, and two accessible pathways to the OLA.","https://www.toronto.ca/wp-content/uploads/2022/09/9053-new-park-graphic-banner-ola.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/bisset-park-dogs-off-leash-area/","Park or Facility Improvements","An artist illustration of a park with dogs and their owners in the foreground. There are various park users in the park using the pathway with a mobility device. The Toronto skyline is pictured in the far background.","None","Etobicoke-Lakeshore","03","d2aa5516-144c-4f9a-9a6d-bfa889f4f910",c(-79.5546144382072, 43.6088719893684)
209,234,"Muirlands Park Tennis Courts","40 Muirlands Dr, Scarborough","In progress","New tennis courts are coming to Muirlands Park as part of the Parks and Recreation Facilities Master Plan. The tennis courts will be located at the north side of the park, west of the existing pathway.","None","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/muirlands-park-tennis-courts/","Park or Facility Improvements","None","None","Scarborough North","23","5d71263b-235b-4a7e-9df7-639bf52de997",c(-79.2684507014086, 43.824081638486)
210,235,"Heathrow Park Playground Improvements","69 Heathrow Dr, North York","In progress","The playground will be redesigned using feedback from the community and is proposed to include new senior playground equipment and additional seating.","None","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/heathrow-park-playground-improvements/","Playground Improvements","None","None","York Centre","06","0d2280b6-b6b1-4cda-a28d-8933195d4e2b",c(-79.5054658612903, 43.72650000324)
211,236,"Scarborough Village Park Playground Improvements","23 Gatesview Ave, Scarborough","In progress","The playground will be redesigned using feedback from the community and is proposed to include playground equipment for ages two to 12, a splash pad and more seating.","None","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/scarborough-village-park-playground-improvements/","Playground Improvements","None","None","Scarborough-Guildwood","24","4a80fb34-fbbd-4818-8e2e-6d8f71f13a4a",c(-79.2131319969277, 43.7473421281081)
212,237,"Allan Gardens Conservatory Palm House Heritage Building Restoration","None","In progress","The City is restoring the historic Palm House building at Allan Gardens Conservatory.","None","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/allan-gardens-conservatory-palm-house-heritage-building-restoration/","Park or Facility Improvements","None","None","Toronto Centre","13","89df1a2f-6a33-4a39-9222-7ca84dad982e",c(-79.3746573440915, 43.661617761285)
213,238,"Golden Mile Secondary Plan Study","None","Complete","The Golden Mile Secondary Plan Study was undertaken by the City of Toronto to develop a vision and comprehensive planning framework for the Golden Mile area.","https://www.toronto.ca/wp-content/uploads/2017/11/920c-city-planning-golen-mile-secondary-plan-study-banner.png","https://www.toronto.ca/city-government/planning-development/planning-studies-initiatives/golden-mile-secondary-plan-study/","Master Plan or Study","Black and white photo of the Golden Mile marquee announcing shows being screened at the cinema.","None","Scarborough Centre","21","db07b83f-38d8-421a-b896-60bd606c5d8d",c(-79.2902528057076, 43.7284982065852)
214,239,"Lower Garrison Creek Park","None","In progress","A new park is coming to Spadina-Fort York as part of a subdivision development at CityPlace.","None","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/lower-garrison-creek-park/","New Park","None","None","Spadina-Fort York","10","a4f855a9-0353-43fd-b16a-7145019e950b",c(-79.4000591930575, 43.6401157922821)
215,240,"Terry Fox Legacy Art Project Toronto","None","In progress","The City is partnering with Waterfront Toronto and Legacy Art Project Toronto (LAPT) to add public art commemorating the legacy of Canadian athlete, humanitarian, and activist Terry Fox.","None","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/terry-fox-legacy-art-project-toronto/","Park or Facility Improvements","None","None","Spadina-Fort York","10","add7df5b-8a2d-4d9b-9a17-225d02eb6814",c(-79.3930393562604, 43.6371664690134)
